Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
m,51-60,ja,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,645,171,1,0,0,0,0,0,0,294,0,88,0,0,0,91
w,18-30,nein,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,<1000,> 5,210,0,0,0,40,0,0,0,111,0,0,0,8,0,0,162
w,18-30,nein,ledig,ja,Montag,<10 Uhr,< 10 km,>4500,0,186,0,0,0,60,0,44,0,86,0,78,0,48,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,> 5,470,0,0,0,0,45,0,0,0,0,0,159,26,0,0,240
m,51-60,ja,ledig,ja,Freitag,>17 Uhr,> 25 km,2000-<3200,0,375,0,2,42,0,0,70,0,195,0,96,0,0,0,54,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,>4500,> 5,139,0,0,0,28,0,132,0,202,54,111,0,0,0,0,0
m,18-30,nein,ledig,nein,Donnerstag,<10 Uhr,< 10 km,3200-<4500,> 5,473,162,9,36,42,51,0,0,0,180,0,0,0,0,0,68
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,>4500,1 bis 5,234,0,24,66,0,56,0,0,0,105,0,0,24,0,81,0
w,51-60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,322,0,0,0,0,0,0,65,0,0,166,91,0,0,117,0
w,41-50,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,<1000,> 5,175,0,0,18,0,0,0,132,0,0,0,0,25,0,0,0
m,51-60,nein,Partnerschaft,nein,Montag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,195,0,6,16,0,0,0,0,0,0,0,183,0,0,0,0
w,41-50,ja,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,398,0,21,36,0,0,0,0,0,255,0,0,0,0,0,122
w,41-50,nein,Partnerschaft,ja,Donnerstag,<10 Uhr,10 - 25 km,2000-<3200,> 5,602,0,12,14,0,42,0,0,0,0,38,270,42,0,31,0
m,41-50,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,79,19,0,0,0,60,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,0,333,0,0,0,0,0,0,0,0,178,0,0,0,102,0,53
w,31-40,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,<1000,> 5,18,0,18,0,0,27,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,576,186,0,0,0,0,0,0,0,0,0,196,0,0,0,194
w,>60,ja,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,3200-<4500,0,304,0,0,0,0,0,0,0,0,112,46,0,0,0,12,156
w,>60,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,455,0,0,0,72,0,79,0,102,0,0,0,0,0,62,321
w,31-40,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,> 5,414,0,12,0,123,0,136,0,45,240,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,0,204,71,0,0,19,0,68,0,86,22,114,0,0,0,20,0
w,18-30,ja,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,1000-<2000,0,380,0,3,9,0,0,0,0,0,0,60,126,15,0,90,176
m,>60,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,0,57,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
w,>60,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,<1000,> 5,525,39,6,8,0,99,49,0,0,14,0,168,54,52,0,131
w,31-40,nein,Partnerschaft,nein,Mittwoch,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,445,106,0,0,0,0,0,0,0,0,0,87,0,0,0,252
w,51-60,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,261,0,18,19,0,0,0,0,0,0,228,0,0,0,84,15
m,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,339,0,0,10,0,0,0,0,0,116,135,98,96,0,0,0
m,>60,nein,Partnerschaft,ja,Freitag,<10 Uhr,10 - 25 km,1000-<2000,> 5,272,0,0,0,0,0,46,0,0,182,126,0,0,0,6,96
m,41-50,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,712,0,6,24,0,26,0,0,0,327,0,326,39,0,0,0
m,31-40,nein,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,130,0,10,0,0,21,0,0,0,0,0,0,0,0,0,81
m,>60,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,239,0,0,0,68,0,111,0,0,0,0,0,0,0,11,52
m,41-50,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,452,0,8,0,0,26,0,0,0,32,0,315,5,0,0,92
m,>60,nein,ledig,nein,Dienstag,10-12 Uhr,10 - 25 km,2000-<3200,0,73,0,27,18,0,10,0,0,0,0,0,0,0,0,46,0
w,41-50,nein,ledig,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,0,431,0,0,0,28,0,237,0,144,0,0,291,0,0,0,112
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,531,249,20,0,0,25,0,0,0,171,4,219,39,0,0,0
m,18-30,ja,Partnerschaft,ja,Mittwoch,<10 Uhr,10 - 25 km,1000-<2000,> 5,225,0,7,0,0,0,0,0,0,0,0,194,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,540,0,0,54,0,0,246,0,0,0,0,216,24,0,0,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,> 5,372,0,0,12,0,0,0,0,0,0,0,0,0,0,0,360
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,111,0,0,9,63,0,81,0,387,0,0,35,4,0,0,0
m,31-40,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,103,0,4,13,0,0,0,0,0,0,7,92,0,0,0,0
m,31-40,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,541,0,0,6,52,26,57,0,213,0,84,200,11,0,27,0
m,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,320,0,6,42,20,0,171,0,224,33,128,0,0,0,32,64
m,31-40,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,0,144,0,0,0,56,0,0,0,83,85,44,0,18,0,14,0
m,18-30,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,< 10 km,1000-<2000,0,246,0,5,32,18,0,280,66,146,0,0,57,0,0,0,79
m,51-60,ja,ledig,ja,Montag,>17 Uhr,< 10 km,<1000,> 5,191,0,0,0,39,82,94,0,266,0,0,0,0,0,42,28
w,>60,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,413,0,8,36,84,56,102,0,156,237,0,43,0,0,36,0
m,18-30,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,414,0,0,0,63,0,180,0,0,0,0,127,0,0,0,224
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,120,0,0,0,14,0,0,0,0,0,0,0,0,0,0,106
m,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,248,0,12,0,0,48,0,0,0,218,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,0,323,46,0,0,86,0,140,0,71,213,98,57,0,0,31,36
m,18-30,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,242,0,0,20,0,0,0,0,0,0,0,222,0,0,0,0
m,31-40,ja,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,132,0,21,12,78,46,63,0,0,0,0,0,0,0,33,0
w,31-40,nein,ledig,nein,Mittwoch,>17 Uhr,< 10 km,<1000,1 bis 5,166,24,0,0,80,0,0,10,153,80,50,0,0,0,99,2
m,>60,nein,ledig,ja,Mittwoch,14-17 Uhr,> 25 km,3200-<4500,0,183,0,9,0,0,34,0,146,0,0,0,0,28,0,0,0
w,18-30,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,621,0,1,0,0,0,0,0,0,141,55,207,0,0,75,198
m,31-40,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,335,0,9,3,102,21,0,0,0,0,0,0,16,0,0,208
m,41-50,nein,Partnerschaft,ja,Samstag,10-12 Uhr,> 25 km,3200-<4500,1 bis 5,156,44,24,0,72,153,132,0,0,0,0,0,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,131,7,4,15,0,19,0,0,0,0,0,0,0,0,0,120
m,>60,nein,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,219,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,0,287,0,0,0,68,0,0,0,100,0,63,70,0,0,0,86
w,>60,ja,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,>4500,1 bis 5,74,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
w,31-40,ja,ledig,ja,Montag,<10 Uhr,10 - 25 km,3200-<4500,1 bis 5,775,0,24,0,0,0,0,0,0,104,0,411,0,0,0,224
w,41-50,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,407,0,12,0,42,36,25,0,90,153,86,164,31,0,26,0
m,51-60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,574,91,18,0,90,0,172,0,72,0,0,246,0,0,0,81
m,>60,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,73,0,0,27,0,0,0,0,0,46,0,0,0,0,0,0
w,31-40,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,<1000,1 bis 5,278,0,1,0,0,0,0,0,0,252,0,0,8,0,0,17
m,>60,ja,ledig,ja,Donnerstag,>17 Uhr,< 10 km,1000-<2000,> 5,418,0,0,0,48,38,312,0,0,0,0,0,0,0,0,332
w,41-50,ja,ledig,ja,Mittwoch,12-14 Uhr,< 10 km,3200-<4500,1 bis 5,431,0,0,4,0,56,0,0,0,74,0,0,0,0,0,297
m,>60,ja,Partnerschaft,ja,Donnerstag,<10 Uhr,< 10 km,1000-<2000,0,148,0,1,36,0,0,0,0,0,0,0,99,0,0,0,12
w,51-60,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,<1000,> 5,864,51,0,0,117,0,0,0,116,213,0,0,0,0,0,357
w,18-30,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,3200-<4500,> 5,316,0,0,12,74,18,66,0,118,0,0,212,0,0,0,0
w,51-60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,3200-<4500,> 5,209,0,14,8,0,0,0,0,0,0,0,0,0,0,0,195
m,31-40,nein,ledig,nein,Freitag,>17 Uhr,10 - 25 km,<1000,1 bis 5,565,0,0,0,165,25,0,0,114,10,0,267,0,0,0,98
m,41-50,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,2000-<3200,> 5,895,138,9,10,0,75,318,0,0,70,0,144,72,130,0,0
m,>60,nein,Partnerschaft,nein,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,0,780,255,0,14,0,0,0,129,0,15,0,186,11,0,0,170
m,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,386,0,10,0,0,0,0,0,0,36,66,98,0,168,8,0
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,326,0,10,10,60,48,0,0,89,210,0,0,0,0,0,0
m,>60,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,1000-<2000,0,410,42,0,8,0,0,0,0,186,168,42,0,0,0,72,24
w,51-60,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,10 - 25 km,>4500,1 bis 5,626,0,0,14,108,0,270,0,50,114,62,132,0,0,0,172
m,31-40,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,0,280,0,0,48,90,0,330,0,168,0,0,142,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,847,0,0,0,132,14,105,0,0,99,152,111,0,0,0,297
m,18-30,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,875,0,2,14,75,50,52,0,0,336,0,462,0,0,0,0
w,>60,ja,ledig,nein,Montag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,284,93,0,0,0,47,0,0,0,144,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,324,0,0,0,0,0,0,0,0,144,180,144,0,0,48,0
w,>60,nein,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,86,0,0,0,39,0,144,0,132,0,47,0,0,0,33,0
w,>60,nein,Partnerschaft,ja,Donnerstag,14-17 Uhr,10 - 25 km,>4500,1 bis 5,369,0,4,33,0,26,0,27,0,86,183,117,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,> 5,266,0,0,0,0,0,0,0,0,13,0,108,57,0,0,88
w,>60,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,0,17,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,0,292,0,6,6,46,0,136,0,206,0,0,0,0,0,0,0
m,41-50,nein,ledig,nein,Samstag,<10 Uhr,> 25 km,2000-<3200,0,287,0,3,4,96,0,0,0,0,0,0,0,0,0,0,188
w,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,387,0,2,28,15,135,258,0,216,0,0,212,0,80,0,78
m,51-60,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,506,0,0,0,0,8,0,0,0,282,0,104,0,0,0,112
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,665,0,6,12,0,46,0,0,279,0,72,178,0,0,8,0
w,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,216,0,0,20,102,0,138,0,0,0,0,0,0,0,0,94
w,41-50,nein,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,>4500,> 5,284,0,2,9,0,0,282,0,0,0,0,0,0,0,0,0
m,41-50,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,520,210,0,13,0,0,0,0,0,0,189,0,0,0,0,108
w,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,806,0,0,48,0,0,0,0,0,0,117,248,63,0,68,330
w,>60,ja,Partnerschaft,nein,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,478,68,0,0,0,0,0,0,0,156,47,363,0,0,0,0
m,18-30,nein,ledig,nein,Donnerstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,315,0,0,0,0,0,0,0,0,18,0,0,54,0,0,243
m,31-40,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,257,0,12,16,42,0,0,27,102,0,0,162,0,0,0,0
m,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,428,0,8,0,0,38,0,0,26,69,79,0,0,0,81,243
w,>60,ja,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,> 5,204,37,2,16,0,81,0,0,0,0,99,0,66,0,0,0
m,>60,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,514,0,0,0,0,0,0,0,0,70,0,189,0,0,0,255
m,>60,ja,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,206,0,0,0,0,98,0,0,0,60,73,0,0,0,66,35
m,41-50,nein,ledig,ja,Freitag,<10 Uhr,10 - 25 km,3200-<4500,1 bis 5,258,0,15,20,0,62,81,0,0,146,0,0,0,0,0,0
m,>60,ja,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,240,0,10,27,0,21,0,0,0,42,0,0,0,0,0,188
m,18-30,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,594,0,6,0,24,54,228,0,0,204,49,95,42,0,35,276
m,>60,ja,ledig,nein,Freitag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,230,0,0,0,0,0,0,24,0,0,0,0,0,68,0,138
m,31-40,nein,ledig,ja,Freitag,14-17 Uhr,10 - 25 km,>4500,> 5,220,96,0,8,0,0,0,0,0,195,49,67,0,0,0,0
m,41-50,ja,ledig,ja,Freitag,>17 Uhr,> 25 km,1000-<2000,1 bis 5,17,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0
m,41-50,nein,Partnerschaft,nein,Freitag,10-12 Uhr,> 25 km,3200-<4500,1 bis 5,283,0,9,5,0,47,0,0,0,0,0,45,0,0,0,202
m,41-50,nein,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,3200-<4500,> 5,446,276,0,0,48,0,44,45,0,0,0,77,0,0,0,0
w,51-60,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,587,0,12,0,0,23,110,0,0,105,0,0,0,360,0,0
m,51-60,nein,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,159,0,9,0,18,70,38,0,90,74,132,0,0,0,0,0
m,18-30,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,> 5,1187,0,3,21,108,36,270,0,304,48,106,220,0,0,0,378
m,18-30,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,385,0,24,4,0,12,23,0,204,134,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Dienstag,<10 Uhr,> 25 km,>4500,> 5,645,0,4,27,0,0,0,0,0,84,183,120,0,0,38,86
m,31-40,nein,Partnerschaft,ja,Mittwoch,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,245,0,0,0,14,0,0,0,174,0,0,100,0,0,63,0
m,31-40,nein,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,462,0,0,0,0,0,291,0,0,0,0,171,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Montag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,435,0,0,12,0,0,0,0,0,110,33,0,0,0,90,252
w,31-40,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,0,198,0,0,0,0,0,0,0,0,64,0,0,40,0,0,94
m,31-40,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,0,423,74,10,0,132,60,63,0,97,0,0,0,0,0,0,79
m,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,43,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
m,>60,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,<1000,> 5,499,0,2,14,0,42,231,0,0,147,36,73,62,0,7,43
m,>60,nein,ledig,nein,Dienstag,<10 Uhr,> 25 km,2000-<3200,0,331,0,0,0,24,28,129,0,0,99,0,0,0,180,0,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,>4500,0,623,132,15,33,0,19,0,0,0,0,0,12,0,0,0,357
w,31-40,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,<1000,> 5,258,192,6,0,39,52,0,0,56,0,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Donnerstag,14-17 Uhr,10 - 25 km,1000-<2000,0,349,0,21,45,0,0,0,0,0,0,0,244,0,0,0,84
w,18-30,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,> 5,108,0,0,0,22,0,0,0,0,2,0,0,0,0,0,84
m,41-50,ja,ledig,nein,Donnerstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,387,0,0,24,26,0,135,0,309,51,0,0,0,0,0,286
m,>60,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,<1000,> 5,456,0,10,27,78,108,0,0,107,273,128,0,0,0,0,240
m,18-30,nein,Partnerschaft,ja,Mittwoch,<10 Uhr,< 10 km,1000-<2000,1 bis 5,310,0,0,0,0,17,0,0,0,76,0,124,0,0,81,12
m,18-30,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,3200-<4500,> 5,64,0,0,6,7,0,246,0,0,51,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Samstag,<10 Uhr,10 - 25 km,3200-<4500,> 5,100,0,10,22,16,33,0,44,104,0,0,0,30,0,0,0
m,18-30,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,2000-<3200,> 5,225,0,0,6,53,0,40,0,0,76,36,43,45,0,25,0
m,41-50,nein,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,<1000,> 5,552,204,27,5,0,0,81,0,210,0,0,0,30,0,0,0
m,>60,ja,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,304,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0
m,41-50,nein,ledig,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,300,0,0,0,144,0,200,0,0,0,0,156,0,0,0,0
m,>60,nein,ledig,nein,Dienstag,12-14 Uhr,< 10 km,<1000,0,675,0,0,0,0,0,117,0,0,0,0,0,0,0,0,558
m,>60,ja,Partnerschaft,ja,Montag,10-12 Uhr,> 25 km,3200-<4500,1 bis 5,278,64,16,6,0,72,0,53,0,21,0,102,22,0,0,0
m,18-30,ja,ledig,nein,Montag,10-12 Uhr,< 10 km,>4500,0,159,0,0,0,0,0,0,0,0,0,87,0,0,0,46,0
m,31-40,ja,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,126,0,6,0,0,32,0,0,0,110,20,0,90,0,19,0
m,41-50,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,643,0,6,39,0,15,0,0,0,0,0,441,0,0,60,136
m,41-50,ja,ledig,ja,Freitag,10-12 Uhr,< 10 km,3200-<4500,> 5,109,0,6,36,0,42,0,0,0,0,0,1,60,0,0,42
m,>60,nein,ledig,ja,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,360,0,10,0,0,28,0,0,0,0,0,298,0,52,0,0
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,0,449,0,18,21,0,84,0,99,0,170,53,0,0,0,18,0
m,>60,nein,ledig,nein,Montag,>17 Uhr,< 10 km,1000-<2000,0,51,0,0,8,0,0,0,0,0,0,27,0,16,0,93,0
m,18-30,ja,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,3200-<4500,0,716,0,4,0,0,16,6,0,0,171,0,0,0,202,0,333
w,51-60,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,64,0,2,22,0,10,0,0,0,0,0,62,0,0,0,0
w,>60,nein,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,1 bis 5,169,48,2,0,0,0,0,0,0,0,0,59,33,0,27,0
m,41-50,ja,Partnerschaft,ja,Freitag,<10 Uhr,10 - 25 km,>4500,0,159,0,0,0,111,0,57,0,74,0,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,> 5,546,70,6,45,123,21,0,0,0,27,27,0,0,0,58,0
m,18-30,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,3200-<4500,> 5,646,0,30,10,40,24,282,0,128,138,0,129,30,0,0,270
w,18-30,nein,ledig,ja,Freitag,10-12 Uhr,> 25 km,1000-<2000,> 5,193,88,12,10,54,0,216,0,0,0,0,0,0,0,0,0
m,31-40,ja,ledig,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,284,0,12,0,44,46,0,0,69,0,0,0,36,0,0,192
m,18-30,nein,Partnerschaft,nein,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,542,0,2,0,92,15,0,0,0,0,0,216,0,0,0,232
m,18-30,nein,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,415,0,3,0,66,46,0,0,162,0,0,306,0,0,0,40
w,18-30,nein,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,246,114,0,0,0,0,0,0,0,0,0,0,0,0,0,132
m,31-40,ja,Partnerschaft,nein,Montag,12-14 Uhr,> 25 km,2000-<3200,0,205,0,27,17,0,98,0,56,0,0,48,0,0,0,0,64
m,>60,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,346,0,6,0,38,40,136,0,219,50,0,202,50,0,0,0
w,41-50,nein,ledig,nein,Donnerstag,12-14 Uhr,10 - 25 km,<1000,> 5,243,21,2,12,13,78,78,21,62,135,0,0,0,0,0,45
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,227,0,8,0,4,18,39,0,0,106,29,0,28,0,22,86
m,>60,ja,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,<1000,> 5,218,0,0,18,0,0,0,0,0,0,0,200,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Donnerstag,12-14 Uhr,< 10 km,<1000,0,684,0,0,0,0,0,198,0,0,0,0,93,0,0,0,393
w,>60,ja,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,<1000,0,276,0,0,42,0,0,0,0,0,0,0,178,0,0,56,0
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,700,0,30,3,43,16,57,0,220,0,0,303,26,172,0,93
m,>60,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,>4500,> 5,247,0,0,21,0,0,0,0,0,177,0,0,0,0,0,49
m,41-50,nein,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,708,60,6,11,0,51,0,0,0,40,32,348,0,0,16,61
m,31-40,nein,ledig,ja,Montag,>17 Uhr,< 10 km,2000-<3200,0,222,0,0,14,0,0,0,0,70,0,0,0,0,0,0,138
